Staff_Name,Role,Branch_Name,Cal_Year,Cal_Year_Month,Cal_Month_Name,Orders_Processed,Revenue_Handled,Avg_Revenue_Per_Order,Employment_Status
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2020,2020-05,"May",44,1223.94,27.82,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2020,2020-06,"June",45,1354.12,30.09,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2020,2020-07,"July",38,1406.85,37.02,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2020,2020-08,"August",20,829.71,41.49,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2020,2020-09,"September",12,297.29,24.77,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2020,2020-10,"October",14,823.57,58.83,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2020,2020-11,"November",24,707.42,29.48,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2020,2020-12,"December",26,1109.16,42.66,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2021,2021-01,"January",15,529.2,35.28,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2021,2021-02,"February",13,499.6,38.43,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2021,2021-03,"March",19,718.94,37.84,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2021,2021-04,"April",12,628.1,52.34,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2021,2021-05,"May",8,234.66,29.33,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2021,2021-06,"June",23,1071.08,46.57,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2021,2021-07,"July",5,71.22,14.24,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2021,2021-08,"August",7,130.46,18.64,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2021,2021-09,"September",10,364.62,36.46,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2021,2021-10,"October",10,530.7,53.07,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2021,2021-11,"November",15,517.84,34.52,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2021,2021-12,"December",17,434.18,25.54,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2022,2022-01,"January",9,241.7,26.86,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2022,2022-02,"February",5,204.62,40.92,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2022,2022-03,"March",3,136.73,45.58,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2022,2022-04,"April",9,250.9,27.88,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2022,2022-05,"May",9,266.17,29.57,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2022,2022-06,"June",8,166.71,20.84,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2022,2022-07,"July",6,410.84,68.47,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2022,2022-08,"August",8,302.03,37.75,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2022,2022-09,"September",6,117.76,19.63,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2022,2022-10,"October",8,291.3,36.41,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2022,2022-11,"November",10,238.52,23.85,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2022,2022-12,"December",8,391.75,48.97,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2023,2023-01,"January",3,43.74,14.58,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2023,2023-02,"February",9,172.88,19.21,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2023,2023-03,"March",6,156.51,26.09,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2023,2023-04,"April",5,270.48,54.1,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2023,2023-05,"May",6,256.93,42.82,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2023,2023-06,"June",12,504.97,42.08,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2023,2023-07,"July",8,280.58,35.07,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2023,2023-08,"August",6,223.31,37.22,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2023,2023-09,"September",5,218.04,43.61,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2023,2023-10,"October",6,183.56,30.59,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2023,2023-11,"November",12,502.35,41.86,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2023,2023-12,"December",16,520.47,32.53,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2024,2024-01,"January",5,283.72,56.74,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2024,2024-02,"February",12,346.81,28.9,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2024,2024-03,"March",4,201.01,50.25,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2024,2024-04,"April",10,321.51,32.15,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2024,2024-05,"May",5,175.74,35.15,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2024,2024-06,"June",5,134.42,26.88,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2024,2024-07,"July",7,257.65,36.81,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2024,2024-08,"August",8,190.16,23.77,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2024,2024-09,"September",10,300.55,30.06,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2024,2024-10,"October",9,369.45,41.05,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2024,2024-11,"November",4,186.1,46.53,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2024,2024-12,"December",6,176.26,29.38,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2025,2025-01,"January",10,385.83,38.58,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2025,2025-02,"February",5,77.98,15.6,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2025,2025-03,"March",8,276.56,34.57,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2025,2025-04,"April",6,179.82,29.97,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2025,2025-05,"May",10,567.88,56.79,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2025,2025-06,"June",10,239.52,23.95,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2025,2025-07,"July",8,336.83,42.1,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2025,2025-08,"August",6,255.73,42.62,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2025,2025-09,"September",5,242.34,48.47,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2025,2025-10,"October",10,442.42,44.24,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2025,2025-11,"November",5,298.31,59.66,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2025,2025-12,"December",16,451.96,28.25,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2026,2026-01,"January",6,153.96,25.66,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2026,2026-02,"February",8,324.14,40.52,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2026,2026-03,"March",11,269.85,24.53,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2026,2026-04,"April",8,244.06,30.51,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2026,2026-05,"May",7,224.33,32.05,ACTIVE
"Ahmad Razak","MANAGER","Cheras 88 Speedmart",2026,2026-06,"June",19,831.02,43.74,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2021,2021-01,"January",15,509.94,34,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2021,2021-02,"February",16,521.82,32.61,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2021,2021-03,"March",5,355.19,71.04,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2021,2021-04,"April",7,219.09,31.3,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2021,2021-05,"May",16,534.61,33.41,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2021,2021-06,"June",8,228.02,28.5,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2021,2021-07,"July",10,654.86,65.49,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2021,2021-08,"August",10,453.58,45.36,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2021,2021-09,"September",4,149.9,37.48,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2021,2021-10,"October",6,164.33,27.39,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2021,2021-11,"November",8,331.75,41.47,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2021,2021-12,"December",21,670.53,31.93,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2022,2022-01,"January",7,275.98,39.43,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2022,2022-02,"February",10,242.73,24.27,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2022,2022-03,"March",8,558.12,69.77,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2022,2022-04,"April",5,142.21,28.44,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2022,2022-05,"May",11,393.68,35.79,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2022,2022-06,"June",6,238.58,39.76,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2022,2022-07,"July",10,325.05,32.51,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2022,2022-08,"August",3,115.48,38.49,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2022,2022-09,"September",9,362.38,40.26,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2022,2022-10,"October",6,162.74,27.12,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2022,2022-11,"November",9,397.94,44.22,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2022,2022-12,"December",13,453.67,34.9,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2023,2023-01,"January",12,299.72,24.98,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2023,2023-02,"February",7,144.22,20.6,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2023,2023-03,"March",14,428.68,30.62,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2023,2023-04,"April",6,177.59,29.6,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2023,2023-05,"May",6,191.43,31.91,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2023,2023-06,"June",7,254.56,36.37,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2023,2023-07,"July",7,291.88,41.7,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2023,2023-08,"August",4,109.5,27.38,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2023,2023-09,"September",5,262.99,52.6,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2023,2023-10,"October",3,188.65,62.88,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2023,2023-11,"November",7,262.3,37.47,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2023,2023-12,"December",13,371.6,28.58,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2024,2024-01,"January",8,399.24,49.91,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2024,2024-02,"February",10,702.72,70.27,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2024,2024-03,"March",10,377.67,37.77,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2024,2024-04,"April",8,214.24,26.78,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2024,2024-05,"May",11,518.72,47.16,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2024,2024-06,"June",10,243.49,24.35,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2024,2024-07,"July",10,185.28,18.53,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2024,2024-08,"August",3,115.24,38.41,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2024,2024-09,"September",11,413.98,37.63,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2024,2024-10,"October",4,196.04,49.01,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2024,2024-11,"November",6,377.47,62.91,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2024,2024-12,"December",16,585.29,36.58,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2025,2025-01,"January",10,403.68,40.37,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2025,2025-02,"February",8,233.32,29.17,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2025,2025-03,"March",10,351.93,35.19,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2025,2025-04,"April",8,374.27,46.78,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2025,2025-05,"May",14,777.36,55.53,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2025,2025-06,"June",14,462.53,33.04,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2025,2025-07,"July",9,636.88,70.76,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2025,2025-08,"August",13,487.6,37.51,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2025,2025-09,"September",8,341.96,42.75,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2025,2025-10,"October",13,407.14,31.32,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2025,2025-11,"November",20,537.95,26.9,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2025,2025-12,"December",25,1005.45,40.22,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2026,2026-01,"January",10,281.46,28.15,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2026,2026-02,"February",19,925.28,48.7,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2026,2026-03,"March",15,744.55,49.64,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2026,2026-04,"April",11,273.11,24.83,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2026,2026-05,"May",16,927.48,57.97,ACTIVE
"Ali Ali","MANAGER","Klang 88 Speedmart",2026,2026-06,"June",26,1185.51,45.6,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2021,2021-10,"October",9,687.61,76.4,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2021,2021-11,"November",14,601.6,42.97,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2021,2021-12,"December",26,947.79,36.45,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2022,2022-01,"January",11,298.24,27.11,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2022,2022-02,"February",7,244.49,34.93,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2022,2022-03,"March",5,51.28,10.26,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2022,2022-04,"April",8,388.33,48.54,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2022,2022-05,"May",9,222.03,24.67,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2022,2022-06,"June",7,189.66,27.09,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2022,2022-07,"July",9,204.4,22.71,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2022,2022-08,"August",7,162.79,23.26,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2022,2022-09,"September",7,155.16,22.17,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2022,2022-10,"October",9,336.29,37.37,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2022,2022-11,"November",11,417.72,37.97,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2022,2022-12,"December",16,623.25,38.95,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2023,2023-01,"January",6,295.78,49.3,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2023,2023-02,"February",4,329.55,82.39,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2023,2023-03,"March",6,457.16,76.19,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2023,2023-04,"April",7,67.57,9.65,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2023,2023-05,"May",4,146.72,36.68,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2023,2023-06,"June",7,304.43,43.49,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2023,2023-07,"July",7,167.03,23.86,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2023,2023-08,"August",6,374.38,62.4,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2023,2023-09,"September",5,91.07,18.21,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2023,2023-10,"October",4,477.85,119.46,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2023,2023-11,"November",9,291.41,32.38,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2023,2023-12,"December",17,666.51,39.21,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2024,2024-01,"January",7,147.18,21.03,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2024,2024-02,"February",7,412.91,58.99,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2024,2024-03,"March",7,230.29,32.9,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2024,2024-04,"April",3,109.32,36.44,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2024,2024-05,"May",6,411.45,68.58,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2024,2024-06,"June",8,212.89,26.61,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2024,2024-07,"July",7,245.5,35.07,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2024,2024-08,"August",8,237.09,29.64,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2024,2024-09,"September",6,222.15,37.03,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2024,2024-10,"October",6,167.01,27.84,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2024,2024-11,"November",7,243.43,34.78,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2024,2024-12,"December",11,418.48,38.04,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2025,2025-01,"January",8,377.06,47.13,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2025,2025-02,"February",9,374.46,41.61,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2025,2025-03,"March",9,252.21,28.02,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2025,2025-04,"April",4,72.35,18.09,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2025,2025-05,"May",7,320.75,45.82,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2025,2025-06,"June",6,212.13,35.36,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2025,2025-07,"July",13,527.47,40.57,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2025,2025-08,"August",12,493.43,41.12,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2025,2025-09,"September",6,313.94,52.32,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2025,2025-10,"October",12,578.91,48.24,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2025,2025-11,"November",20,593.76,29.69,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2025,2025-12,"December",25,848.07,33.92,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2026,2026-01,"January",8,417.79,52.22,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2026,2026-02,"February",19,685.6,36.08,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2026,2026-03,"March",18,597.38,33.19,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2026,2026-04,"April",13,359.38,27.64,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2026,2026-05,"May",10,331.6,33.16,ACTIVE
"Ali Hassan","CASHIER","George Town 88 Speedmart",2026,2026-06,"June",20,606.12,30.31,ACTIVE
"Ali Othman","CASHIER","George Town 88 Speedmart",2021,2021-10,"October",9,471.57,52.4,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2021,2021-11,"November",10,404.39,40.44,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2021,2021-12,"December",15,764.55,50.97,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2022,2022-01,"January",6,245.05,40.84,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2022,2022-02,"February",6,253.27,42.21,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2022,2022-03,"March",5,342,68.4,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2022,2022-04,"April",4,162.17,40.54,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2022,2022-05,"May",16,426.38,26.65,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2022,2022-06,"June",10,415.46,41.55,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2022,2022-07,"July",10,368.17,36.82,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2022,2022-08,"August",10,530.7,53.07,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2022,2022-09,"September",6,281.43,46.91,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2022,2022-10,"October",5,155.3,31.06,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2022,2022-11,"November",9,291.57,32.4,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2022,2022-12,"December",17,920.14,54.13,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2023,2023-01,"January",13,508.91,39.15,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2023,2023-02,"February",4,87.45,21.86,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2023,2023-03,"March",5,215.08,43.02,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2023,2023-04,"April",1,35.16,35.16,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2023,2023-05,"May",5,133.04,26.61,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2023,2023-06,"June",5,104.08,20.82,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2023,2023-07,"July",2,45.72,22.86,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2023,2023-08,"August",2,69.48,34.74,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2023,2023-09,"September",4,185.15,46.29,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2023,2023-10,"October",5,197.53,39.51,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2023,2023-11,"November",10,291.8,29.18,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2023,2023-12,"December",14,635.87,45.42,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2024,2024-01,"January",8,409.48,51.19,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2024,2024-02,"February",11,599.12,54.47,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2024,2024-03,"March",2,62.24,31.12,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2024,2024-04,"April",10,398.99,39.9,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2024,2024-05,"May",1,2.87,2.87,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2024,2024-06,"June",11,289.17,26.29,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2024,2024-07,"July",10,381.94,38.19,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2024,2024-08,"August",7,185.9,26.56,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2024,2024-09,"September",5,147.89,29.58,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2024,2024-10,"October",7,221.99,31.71,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2024,2024-11,"November",7,196.95,28.14,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2024,2024-12,"December",21,784.39,37.35,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2025,2025-01,"January",14,301.07,21.51,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2025,2025-02,"February",6,244.54,40.76,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2025,2025-03,"March",10,418.97,41.9,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2025,2025-04,"April",6,106.45,17.74,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2025,2025-05,"May",4,45.18,11.3,RESIGNED
"Ali Othman","CASHIER","George Town 88 Speedmart",2025,2025-06,"June",8,313.93,39.24,RESIGNED
"Ali Yusof","MANAGER","Petaling Jaya 88 Speedmart",2020,2020-07,"July",21,705.66,33.6,ACTIVE
"Ali Yusof","MANAGER","Petaling Jaya 88 Speedmart",2020,2020-08,"August",20,950.5,47.53,ACTIVE
"Ali Yusof","MANAGER","Petaling Jaya 88 Speedmart",2020,2020-09,"September",20,886.75,44.34,ACTIVE
"Ali Yusof","MANAGER","Petaling Jaya 88 Speedmart",2020,2020-10,"October",13,903.4,69.49,ACTIVE
"Ali Yusof","MANAGER","Petaling Jaya 88 Speedmart",2020,2020-11,"November",20,495.44,24.77,ACTIVE
"Ali Yusof","MANAGER","Petaling Jaya 88 Speedmart",2020,2020-12,"December",35,1200.4,34.3,ACTIVE
"Ali Yusof","MANAGER","Petaling Jaya 88 Speedmart",2021,2021-01,"January",9,373.14,41.46,ACTIVE
