"CUSTOMER_KEY","CUSTOMER_ID","CUSTOMER_NAME","IS_BENEFICIARY","TIER_NAME","JOIN_DATE","CUSTOMER_TENURE_DAYS","LAST_PURCHASE_DATE","DAYS_SINCE_LAST_PURCHASE","TOTAL_PURCHASES","TOTAL_SALES_AMOUNT","TOTAL_REFUND_AMOUNT","TOTAL_SPENDING","CUSTOMER_LIFETIME_VALUE","AVERAGE_ORDER_VALUE","RECENCY_SCORE","FREQUENCY_SCORE","MONETARY_SCORE","RFM_SEGMENT","CHURN_RISK","PREFERRED_CATEGORY","PREFERRED_BRANCH","PREFERRED_BRANCH_CITY","PREFERRED_BRANCH_STATE"
12116,"C0116","Raymond Mawan","N","Non-Member",,,"2024-09-07",661,16,703.37,0,703.37,703.37,43.96,1,5,5,"At Risk","Churned","Canned and Packaged Food","Ampang 88 Speedmart","Ampang","Selangor"
12117,"C0117","Chong Wan Ting","N","VIP Member","2020-12-08",2030,"2025-07-19",346,16,504.12,0,504.12,504.12,31.51,1,5,4,"At Risk","High Risk","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12118,"C0118","Ravi a/l Vijayan","N","Non-Member",,,"2026-03-10",112,20,642.29,0,642.29,642.29,32.11,2,5,5,"At Risk","Medium Risk","Rice and Grains","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12119,"C0119","Hana binti Abdullah","N","Normal Member","2021-12-22",1651,"2026-02-13",137,46,1361.28,0,1361.28,1361.28,29.59,2,5,5,"At Risk","Medium Risk","Baby Products","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12120,"C0120","Zahir bin Daud","N","Non-Member",,,"2026-05-14",47,28,849.01,0,849.01,849.01,30.32,4,5,5,"Champions","Low Risk","Instant Food","Ampang 88 Speedmart","Ampang","Selangor"
12121,"C0121","Mardhiah binti Daud","N","VIP Member","2021-05-19",1868,"2026-06-04",26,21,605.26,0,605.26,605.26,28.82,5,5,5,"Champions","Low Risk","Canned and Packaged Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12122,"C0122","Letchumy a/p Subramaniam","N","Non-Member",,,"2025-12-03",209,37,864.38,0,864.38,864.38,23.36,1,5,5,"At Risk","High Risk","Beverages","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12123,"C0123","Elena Agan","N","VIP Member","2020-10-29",2070,"2025-10-14",259,15,479.33,0,479.33,479.33,31.96,1,4,4,"At Risk","High Risk","Instant Food","Ampang 88 Speedmart","Ampang","Selangor"
12124,"C0124","Aqilah binti Kamal","N","Non-Member",,,"2024-12-06",571,26,685.04,0,685.04,685.04,26.35,1,5,5,"At Risk","Churned","Instant Food","Ampang 88 Speedmart","Ampang","Selangor"
12125,"C0125","Chan Xin Yi","N","Normal Member","2021-01-23",1984,"2026-01-07",174,15,613.58,0,613.58,613.58,40.91,2,4,5,"At Risk","Medium Risk","Household Cleaning","Ampang 88 Speedmart","Ampang","Selangor"
12126,"C0126","Muthu a/p Muthu","N","Normal Member","2021-06-15",1841,"2025-12-20",192,28,1038.25,0,1038.25,1038.25,37.08,1,5,5,"At Risk","High Risk","Cooking Essentials","Ampang 88 Speedmart","Ampang","Selangor"
12127,"C0127","Sabrina binti Kamal","N","Non-Member",,,"2025-06-23",372,15,698.15,0,698.15,698.15,46.54,1,4,5,"At Risk","Churned","Rice and Grains","Kuching 88 Speedmart","Kuching","Sarawak"
12128,"C0128","Wong Siew Chin","N","Non-Member",,,"2025-10-04",269,17,681.95,0,681.95,681.95,40.11,1,5,5,"At Risk","High Risk","Canned and Packaged Food","Johor Bahru 88 Speedmart","Johor Bahru","Johor"
12129,"C0129","Goh Li Xuan","N","VIP Member","2021-12-24",1649,"2026-01-01",180,21,804.51,0,804.51,804.51,38.31,2,5,5,"At Risk","Medium Risk","Instant Food","Ampang 88 Speedmart","Ampang","Selangor"
12130,"C0130","Chew Jia En","N","VIP Member","2020-05-20",2232,"2025-12-17",195,18,656.39,0,656.39,656.39,36.47,1,5,5,"At Risk","High Risk","Baby Products","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12131,"C0131","Lee Mei Ling","N","Normal Member","2021-05-30",1857,"2025-12-14",198,16,689.91,0,689.91,689.91,43.12,1,5,5,"At Risk","High Risk","Canned and Packaged Food","Ampang 88 Speedmart","Ampang","Selangor"
12132,"C0132","Danish bin Omar","N","Non-Member",,,"2025-03-04",483,19,877.13,0,877.13,877.13,46.16,1,5,5,"At Risk","Churned","Canned and Packaged Food","Ampang 88 Speedmart","Ampang","Selangor"
12133,"C0133","Grace a/p Saraswathy","N","Normal Member","2022-02-23",1588,"2026-05-31",30,14,653.04,0,653.04,653.04,46.65,5,4,5,"Champions","Low Risk","Baby Products","Klang 88 Speedmart","Klang","Selangor"
12134,"C0134","Maisarah binti Jamal","N","Normal Member","2020-03-25",2288,"2026-02-22",128,15,631.21,0,631.21,631.21,42.08,2,4,5,"At Risk","Medium Risk","Cooking Essentials","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12135,"C0135","Faris bin Razak","N","Normal Member","2020-08-10",2150,"2024-07-26",704,28,690.46,0,690.46,690.46,24.66,1,5,5,"At Risk","Churned","Cooking Essentials","Ampang 88 Speedmart","Ampang","Selangor"
12136,"C0136","Syahirah binti Abdullah","N","Normal Member","2021-07-08",1818,"2025-12-13",199,44,1964.29,0,1964.29,1964.29,44.64,1,5,5,"At Risk","High Risk","Beverages","Ampang 88 Speedmart","Ampang","Selangor"
12137,"C0137","Maisarah binti Mahmud","N","Non-Member",,,"2026-06-12",18,41,1873.46,0,1873.46,1873.46,45.69,5,5,5,"Champions","Low Risk","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12138,"C0138","Lee Chui Shan","N","Normal Member","2021-11-11",1692,"2025-10-10",263,16,660.01,0,660.01,660.01,41.25,1,5,5,"At Risk","High Risk","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12139,"C0139","Clarissa a/p Letchumy","N","Non-Member",,,"2025-02-16",499,39,1050.12,0,1050.12,1050.12,26.93,1,5,5,"At Risk","Churned","Beverages","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12140,"C0140","Syafiq bin Salleh","N","Normal Member","2020-10-20",2079,"2026-03-03",119,11,461.52,0,461.52,461.52,41.96,2,4,4,"At Risk","Medium Risk","Household Cleaning","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12141,"C0141","Lakshmi a/p Gopal","N","VIP Member","2021-03-24",1924,"2025-11-29",213,16,502.76,0,502.76,502.76,31.42,1,5,4,"At Risk","High Risk","Dairy Products","Ampang 88 Speedmart","Ampang","Selangor"
12142,"C0142","Nurul binti Yusof","N","Normal Member","2021-02-12",1964,"2026-04-12",79,14,579.21,0,579.21,579.21,41.37,3,4,5,"Loyal Customers","Low Risk","Instant Food","Seremban 88 Speedmart","Seremban","Negeri Sembilan"
12143,"C0143","Nasir bin Daud","N","VIP Member","2021-03-09",1939,"2025-12-20",192,15,567.33,0,567.33,567.33,37.82,1,4,4,"At Risk","High Risk","Beverages","Ampang 88 Speedmart","Ampang","Selangor"
12144,"C0144","Ng Zhi Qing","N","VIP Member","2021-12-26",1647,"2024-12-10",567,29,950.66,0,950.66,950.66,32.78,1,5,5,"At Risk","Churned","Canned and Packaged Food","Ampang 88 Speedmart","Ampang","Selangor"
12145,"C0145","Muthu a/p Selvam","N","Normal Member","2020-08-12",2148,"2025-04-06",450,10,193.98,0,193.98,193.98,19.4,1,4,2,"At Risk","Churned","Instant Food","Ampang 88 Speedmart","Ampang","Selangor"
12146,"C0146","Ishaan bin Basri","N","VIP Member","2021-06-03",1853,"2026-06-03",27,15,660.8,0,660.8,660.8,44.05,5,4,5,"Champions","Low Risk","Rice and Grains","Ampang 88 Speedmart","Ampang","Selangor"
12147,"C0147","Lim Cheng Wei","N","Non-Member",,,"2025-01-31",515,16,421.68,0,421.68,421.68,26.36,1,5,4,"At Risk","Churned","Rice and Grains","Ampang 88 Speedmart","Ampang","Selangor"
12148,"C0148","Felix Jalong","N","Normal Member","2021-01-01",2006,"2024-07-06",724,14,789.12,0,789.12,789.12,56.37,1,4,5,"At Risk","Churned","Baby Products","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12149,"C0149","Kiran a/l Suresh","N","Normal Member","2020-07-28",2163,"2025-04-06",450,12,536.16,0,536.16,536.16,44.68,1,4,4,"At Risk","Churned","Canned and Packaged Food","Ampang 88 Speedmart","Ampang","Selangor"
12150,"C0150","Victor Sagang","N","Normal Member","2020-09-22",2107,"2024-09-08",660,17,561.13,0,561.13,561.13,33.01,1,5,4,"At Risk","Churned","Baby Products","Ampang 88 Speedmart","Ampang","Selangor"
12151,"C0151","Aqilah binti Nasir","N","VIP Member","2020-09-07",2122,"2025-12-07",205,26,718.66,0,718.66,718.66,27.64,1,5,5,"At Risk","High Risk","Beverages","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12152,"C0152","Ishaan bin Azman","N","Normal Member","2022-01-03",1639,"2025-07-22",343,15,496.57,0,496.57,496.57,33.1,1,4,4,"At Risk","High Risk","Dairy Products","Melaka 88 Speedmart","Melaka","Melaka"
12153,"C0153","Khadijah binti Ahmad","N","Normal Member","2020-04-17",2265,"2026-03-08",114,14,430.1,0,430.1,430.1,30.72,2,4,4,"At Risk","Medium Risk","Rice and Grains","Ampang 88 Speedmart","Ampang","Selangor"
12154,"C0154","Ong Jun Hao","N","Non-Member",,,"2026-05-09",52,23,842.86,0,842.86,842.86,36.65,4,5,5,"Champions","Low Risk","Snacks and Confectionery","Ampang 88 Speedmart","Ampang","Selangor"
12155,"C0155","Aiman bin Abdullah","N","Normal Member","2021-01-18",1989,"2025-03-21",466,13,298.43,0,298.43,298.43,22.96,1,4,3,"At Risk","Churned","Baby Products","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12156,"C0156","Hafiz bin Nasir","N","Normal Member","2021-11-26",1677,"2026-05-04",57,47,1372.28,0,1372.28,1372.28,29.2,4,5,5,"Champions","Low Risk","Instant Food","Ampang 88 Speedmart","Ampang","Selangor"
12157,"C0157","Dev a/l Kumar","N","Normal Member","2020-09-07",2122,"2026-06-11",19,44,1856.57,0,1856.57,1856.57,42.19,5,5,5,"Champions","Low Risk","Canned and Packaged Food","Ampang 88 Speedmart","Ampang","Selangor"
12158,"C0158","Maisarah binti Omar","N","Normal Member","2020-08-23",2137,"2025-03-17",470,34,1035.29,0,1035.29,1035.29,30.45,1,5,5,"At Risk","Churned","Instant Food","Ampang 88 Speedmart","Ampang","Selangor"
12159,"C0159","Elena a/p Nair","N","Non-Member",,,"2026-06-24",6,28,857.8,0,857.8,857.8,30.64,5,5,5,"Champions","Low Risk","Rice and Grains","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12160,"C0160","Ivan Giman","N","Normal Member","2020-10-09",2090,"2024-11-11",596,19,802.36,0,802.36,802.36,42.23,1,5,5,"At Risk","Churned","Baby Products","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12161,"C0161","Hana binti Hamid","N","Normal Member","2022-03-12",1571,"2025-01-08",538,31,1194.33,0,1194.33,1194.33,38.53,1,5,5,"At Risk","Churned","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12162,"C0162","Nadia binti Mahmud","N","VIP Member","2020-04-11",2271,"2025-01-31",515,15,595.86,0,595.86,595.86,39.72,1,4,5,"At Risk","Churned","Frozen Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12163,"C0163","Nabilah binti Salleh","N","VIP Member","2021-08-03",1792,"2024-02-16",865,15,702.5,0,702.5,702.5,46.83,1,4,5,"At Risk","Churned","Dairy Products","Ampang 88 Speedmart","Ampang","Selangor"
12164,"C0164","Maisarah binti Hamid","N","Normal Member","2022-01-04",1638,"2025-04-28",428,35,1210.24,0,1210.24,1210.24,34.58,1,5,5,"At Risk","Churned","Rice and Grains","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12165,"C0165","Loh Hui Ying","N","Normal Member","2021-04-03",1914,"2024-12-26",551,27,712.97,0,712.97,712.97,26.41,1,5,5,"At Risk","Churned","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12166,"C0166","Chong Wei Lun","N","Normal Member","2021-01-13",1994,"2024-08-06",693,26,616.74,0,616.74,616.74,23.72,1,5,5,"At Risk","Churned","Rice and Grains","Ampang 88 Speedmart","Ampang","Selangor"
12167,"C0167","Alvin Laja","N","Normal Member","2021-03-17",1931,"2025-10-09",264,35,820.84,0,820.84,820.84,23.45,1,5,5,"At Risk","High Risk","Cooking Essentials","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12168,"C0168","Alvin Laja","N","Normal Member","2021-10-10",1724,"2025-12-27",185,53,1599.1,0,1599.1,1599.1,30.17,1,5,5,"At Risk","High Risk","Beverages","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12169,"C0169","Danish bin Ismail","N","Non-Member",,,"2025-12-04",208,19,721.64,0,721.64,721.64,37.98,1,5,5,"At Risk","High Risk","Alcoholic Beverages","Ampang 88 Speedmart","Ampang","Selangor"
12170,"C0170","Nurul binti Ibrahim","N","Normal Member","2022-02-18",1593,"2025-06-22",373,19,903.05,0,903.05,903.05,47.53,1,5,5,"At Risk","Churned","Instant Food","Ampang 88 Speedmart","Ampang","Selangor"
12171,"C0171","Aditi a/p Raman","N","Non-Member",,,"2026-01-29",152,17,412.23,0,412.23,412.23,24.25,2,5,4,"At Risk","Medium Risk","Cooking Essentials","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12172,"C0172","Lee Jia Wei","N","Normal Member","2020-11-25",2043,"2026-06-12",18,18,511.29,0,511.29,511.29,28.41,5,5,4,"Champions","Low Risk","Dairy Products","Ampang 88 Speedmart","Ampang","Selangor"
12173,"C0173","Hafiz bin Fauzi","N","Normal Member","2021-06-03",1853,"2024-10-09",629,15,460.64,0,460.64,460.64,30.71,1,4,4,"At Risk","Churned","Canned and Packaged Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12174,"C0174","Mardhiah binti Ahmad","N","Normal Member","2022-02-22",1589,"2026-02-05",145,47,1768.07,0,1768.07,1768.07,37.62,2,5,5,"At Risk","Medium Risk","Canned and Packaged Food","Ampang 88 Speedmart","Ampang","Selangor"
12175,"C0175","Chia Hui Ying","N","Normal Member","2022-01-20",1622,"2026-06-17",13,38,1374.44,0,1374.44,1374.44,36.17,5,5,5,"Champions","Low Risk","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12176,"C0176","Intan binti Abdullah","N","Non-Member",,,"2026-04-24",67,14,408.67,0,408.67,408.67,29.19,3,4,4,"Loyal Customers","Low Risk","Frozen Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12177,"C0177","Hana binti Razak","N","Non-Member",,,"2026-04-25",66,20,801.38,0,801.38,801.38,40.07,3,5,5,"Loyal Customers","Low Risk","Frozen Food","Ampang 88 Speedmart","Ampang","Selangor"
12178,"C0178","Siti binti Daud","N","VIP Member","2021-01-06",2001,"2026-04-19",72,8,204.16,0,204.16,204.16,25.52,3,3,3,"Need Attention","Low Risk","Stationery and Daily Needs","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12179,"C0179","Rafiq bin Ibrahim","N","Normal Member","2020-07-17",2174,"2025-10-18",255,19,1012.48,0,1012.48,1012.48,53.29,1,5,5,"At Risk","High Risk","Baby Products","Ampang 88 Speedmart","Ampang","Selangor"
12180,"C0180","Syafiq bin Azman","N","VIP Member","2021-01-18",1989,"2025-12-09",203,16,513.95,0,513.95,513.95,32.12,1,5,4,"At Risk","High Risk","Instant Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12181,"C0181","Farhan bin Ishak","N","Non-Member",,,"2026-03-17",105,41,1323.12,0,1323.12,1323.12,32.27,2,5,5,"At Risk","Medium Risk","Rice and Grains","Ampang 88 Speedmart","Ampang","Selangor"
12182,"C0182","Aarav a/l Maniam","N","Normal Member","2022-03-20",1563,"2025-11-23",219,47,1889.01,0,1889.01,1889.01,40.19,1,5,5,"At Risk","High Risk","Canned and Packaged Food","Ampang 88 Speedmart","Ampang","Selangor"
12183,"C0183","Natalie a/p Muthu","N","Normal Member","2021-05-19",1868,"2024-05-25",766,15,412.2,0,412.2,412.2,27.48,1,4,4,"At Risk","Churned","Cooking Essentials","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12184,"C0184","Adilah binti Hamid","N","Normal Member","2020-05-02",2250,"2024-11-09",598,16,843.79,0,843.79,843.79,52.74,1,5,5,"At Risk","Churned","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12185,"C0185","Yeoh Mei Ling","N","VIP Member","2021-02-18",1958,"2026-04-26",65,32,932.88,0,932.88,932.88,29.15,3,5,5,"Loyal Customers","Low Risk","Rice and Grains","Ampang 88 Speedmart","Ampang","Selangor"
12186,"C0186","Amir bin Hamid","N","Non-Member",,,"2025-04-29",427,13,393.49,0,393.49,393.49,30.27,1,4,4,"At Risk","Churned","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12187,"C0187","Intan binti Daud","N","Normal Member","2020-08-27",2133,"2025-05-28",398,31,1411.32,0,1411.32,1411.32,45.53,1,5,5,"At Risk","Churned","Instant Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12188,"C0188","Ahmad bin Basri","N","Normal Member","2020-06-05",2216,"2023-12-26",917,10,297.24,0,297.24,297.24,29.72,1,4,3,"At Risk","Churned","Rice and Grains","Ampang 88 Speedmart","Ampang","Selangor"
12189,"C0189","Ong Chun Wai","N","Non-Member",,,"2026-02-15",135,17,1042.84,0,1042.84,1042.84,61.34,2,5,5,"At Risk","Medium Risk","Cooking Essentials","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12190,"C0190","Nabil bin Kamal","N","Normal Member","2021-02-08",1968,"2026-01-30",151,10,307.44,0,307.44,307.44,30.74,2,4,3,"At Risk","Medium Risk","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12191,"C0191","Yeoh Zi Xuan","N","VIP Member","2021-09-25",1739,"2024-07-14",716,10,292.71,0,292.71,292.71,29.27,1,4,3,"At Risk","Churned","Frozen Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12192,"C0192","Chan Li Xuan","N","Normal Member","2021-12-13",1660,"2024-11-22",585,27,828.09,0,828.09,828.09,30.67,1,5,5,"At Risk","Churned","Cooking Essentials","Ampang 88 Speedmart","Ampang","Selangor"
12193,"C0193","Koh Wai Keong","N","Normal Member","2021-02-09",1967,"2026-03-20",102,8,233.85,0,233.85,233.85,29.23,2,3,3,"At Risk","Medium Risk","Instant Food","Klang 88 Speedmart","Klang","Selangor"
12194,"C0194","Nadia binti Ishak","N","Normal Member","2021-02-19",1957,"2026-02-28",122,51,1815.43,0,1815.43,1815.43,35.6,2,5,5,"At Risk","Medium Risk","Instant Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12195,"C0195","Goh Cheng Wei","N","Normal Member","2020-04-23",2259,"2025-10-17",256,14,293.88,0,293.88,293.88,20.99,1,4,3,"At Risk","High Risk","Snacks and Confectionery","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12196,"C0196","Siti binti Ismail","N","VIP Member","2021-04-22",1895,"2025-04-20",436,20,763.35,0,763.35,763.35,38.17,1,5,5,"At Risk","Churned","Personal Care","Ampang 88 Speedmart","Ampang","Selangor"
12197,"C0197","Syafiq bin Abdullah","N","Normal Member","2022-01-04",1638,"2026-06-01",29,17,970.76,0,970.76,970.76,57.1,5,5,5,"Champions","Low Risk","Rice and Grains","Ampang 88 Speedmart","Ampang","Selangor"
12198,"C0198","Nadia binti Nasir","N","Normal Member","2021-11-27",1676,"2026-06-03",27,18,547.32,0,547.32,547.32,30.41,5,5,4,"Champions","Low Risk","Beverages","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12199,"C0199","Ahmad bin Razak","N","Non-Member",,,"2026-02-20",130,35,1484.64,0,1484.64,1484.64,42.42,2,5,5,"At Risk","Medium Risk","Instant Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12200,"C0200","Jannah binti Nasir","N","Normal Member","2021-03-16",1932,"2026-02-15",135,18,625.62,0,625.62,625.62,34.76,2,5,5,"At Risk","Medium Risk","Canned and Packaged Food","Petaling Jaya 88 Speedmart","Petaling Jaya","Selangor"
12201,"C0201","Goh Zi Xuan","N","Non-Member",,,"2026-05-21",40,33,1037.54,0,1037.54,1037.54,31.44,4,5,5,"Champions","Low Risk","Beverages","Ampang 88 Speedmart","Ampang","Selangor"
12202,"C0202","Koh Siew Hong","N","Normal Member","2021-09-24",1740,"2025-06-25",370,14,809.18,0,809.18,809.18,57.8,1,4,5,"At Risk","Churned","Dairy Products","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12203,"C0203","Darren a/l Vijayan","N","VIP Member","2021-04-10",1907,"2026-02-06",144,39,1233.91,0,1233.91,1233.91,31.64,2,5,5,"At Risk","Medium Risk","Canned and Packaged Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12204,"C0204","Victor a/l Anand","N","Normal Member","2021-12-28",1645,"2026-03-12",110,18,509.52,0,509.52,509.52,28.31,2,5,4,"At Risk","Medium Risk","Baby Products","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12205,"C0205","Lakshmi a/p Anand","N","Normal Member","2022-02-22",1589,"2026-02-13",137,15,645.68,0,645.68,645.68,43.05,2,4,5,"At Risk","Medium Risk","Baby Products","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12206,"C0206","Aiman bin Daud","N","Normal Member","2021-05-01",1886,"2026-04-04",87,21,905.6,0,905.6,905.6,43.12,3,5,5,"Loyal Customers","Low Risk","Beverages","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12207,"C0207","Nadia binti Yusof","N","Normal Member","2021-10-04",1730,"2026-03-12",110,35,1363.13,0,1363.13,1363.13,38.95,2,5,5,"At Risk","Medium Risk","Dairy Products","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12208,"C0208","Nabilah binti Ismail","N","Normal Member","2020-06-16",2205,"2026-04-18",73,44,1287.62,0,1287.62,1287.62,29.26,3,5,5,"Loyal Customers","Low Risk","Cooking Essentials","Ampang 88 Speedmart","Ampang","Selangor"
12209,"C0209","Clarissa a/p Saraswathy","N","Normal Member","2020-09-22",2107,"2024-11-11",596,16,577.97,0,577.97,577.97,36.12,1,5,5,"At Risk","Churned","Snacks and Confectionery","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12210,"C0210","Syafiq bin Omar","N","Non-Member",,,"2026-04-02",89,20,539.04,0,539.04,539.04,26.95,3,5,4,"Loyal Customers","Low Risk","Rice and Grains","Ampang 88 Speedmart","Ampang","Selangor"
12211,"C0211","Syahirah binti Omar","N","Normal Member","2020-09-11",2118,"2025-10-16",257,24,753.81,0,753.81,753.81,31.41,1,5,5,"At Risk","High Risk","Canned and Packaged Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12212,"C0212","Maisarah binti Azman","N","Normal Member","2021-11-28",1675,"2025-11-20",222,11,282.77,0,282.77,282.77,25.71,1,4,3,"At Risk","High Risk","Rice and Grains","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12213,"C0213","Rafiq bin Daud","N","Non-Member",,,"2025-10-17",256,18,852.25,0,852.25,852.25,47.35,1,5,5,"At Risk","High Risk","Rice and Grains","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
12214,"C0214","Fatin binti Abdullah","N","Non-Member",,,"2026-04-21",70,21,827.3,0,827.3,827.3,39.4,3,5,5,"Loyal Customers","Low Risk","Snacks and Confectionery","Ampang 88 Speedmart","Ampang","Selangor"
12215,"C0215","Akmal bin Kamal","N","Non-Member",,,"2024-12-05",572,9,180.2,0,180.2,180.2,20.02,1,3,2,"At Risk","Churned","Personal Care","Ampang 88 Speedmart","Ampang","Selangor"
12216,"C0216","Ng Seng Huat","N","Normal Member","2021-12-26",1647,"2026-05-09",52,17,741.85,0,741.85,741.85,43.64,4,5,5,"Champions","Low Risk","Cooking Essentials","Shah Alam 88 Speedmart","Shah Alam","Selangor"
12217,"C0217","Danish bin Razak","N","Normal Member","2021-09-13",1751,"2025-03-20",467,13,320.23,0,320.23,320.23,24.63,1,4,3,"At Risk","Churned","Canned and Packaged Food","Ampang 88 Speedmart","Ampang","Selangor"
12218,"C0218","Rafiq bin Salleh","N","Normal Member","2021-02-17",1959,"2026-02-22",128,15,603.96,0,603.96,603.96,40.26,2,4,5,"At Risk","Medium Risk","Frozen Food","Cheras 88 Speedmart","Cheras","Kuala Lumpur"
